,a,b
70255,9.67,0.24
70256,7.92,0.41
70257,14.12,1.22
70258,10.3,1.18
70259,10.36,0.4
70260,12.29,41.2
70261,9.11,3.83
70262,9.65,18.05
70263,9.1,11.56
70264,8.12,6.7
70265,9.32,10.86
70266,12.75,0.53
70267,13.22,1.14
70268,12.68,2.15
70269,9.77,0.11
70270,12.29,0.89
70271,8.8,17.69
70272,8.63,0.06
70273,8.82,0.02
70274,9.23,1.19
70275,11.66,0.25
70276,10.08,0.64
70277,6.89,2.81
70278,6.11,0.79
70279,7.91,0.22
70280,9.69,0.38
70281,10.31,1.85
70282,10.16,5.55
70283,14.06,2.05
70284,11.61,4.38
70285,8.22,0.0
70286,10.09,0.07
70287,10.54,0.83
70288,11.12,0.71
70289,10.79,3.75
70290,9.38,0.07
70291,10.72,0.12
70292,8.39,44.93
70293,8.07,1.18
70294,10.47,0.05
70295,9.44,0.13
70296,12.03,0.02
70297,10.0,4.44
70298,14.45,0.5
70299,10.91,0.04
70300,5.9,0.3
70301,12.1,3.24
70302,11.14,0.87
70303,7.35,0.94
70304,11.55,1.47
70305,11.65,0.26
70306,10.04,6.64
70307,8.65,1.19
70308,6.47,2.96
70309,8.57,0.2
70310,9.74,0.44
70311,9.26,0.61
70312,7.87,3.85
70313,11.95,9.85
70314,13.11,1.51
70315,11.85,267.44
70316,8.12,5.52
70317,7.45,0.4
70318,7.79,0.36
70319,12.13,0.08
70320,13.4,0.81
70321,9.4,7.85
70322,8.79,0.34
70323,7.29,1.22
70324,10.46,0.02
70325,9.63,0.02
70326,9.69,0.86
70327,10.5,2.4
70328,9.1,6.46
70329,12.56,0.4
70330,10.47,0.48
70331,10.28,0.19
70332,10.18,3.56
70333,11.12,0.51
70334,13.6,0.94
70335,11.49,3.4
70336,11.44,0.94
70337,14.14,0.15
70338,10.29,1.97
70339,12.23,0.14
70340,9.85,0.29
70341,10.53,16.06
70342,11.19,0.06
70343,12.83,8.7
70344,13.56,0.03
70345,11.79,37.27
70346,8.92,2.24
70347,7.65,5.11
70348,10.45,1.26
70349,9.22,0.61
70350,9.34,2.17
70351,10.56,0.11
70352,12.76,0.29
70353,11.73,9.63
70354,11.13,0.27
70355,8.93,0.38
70356,9.39,0.48
70357,15.99,4.33
70358,11.77,1.4
70359,7.46,0.08
70360,12.25,0.28
70361,8.86,66.88
70362,9.62,28.43
70363,7.13,0.66
70364,8.02,0.29
70365,5.45,0.05
70366,8.85,1.71
70367,8.06,0.83
70368,10.61,17.84
70369,9.62,1.27
70370,10.38,2.4
70371,12.09,2.28
70372,7.93,0.28
70373,8.91,0.1
70374,8.96,5.87
70375,5.74,0.01
70376,13.31,1.05
70377,9.47,1.2
70378,13.65,0.01
70379,10.32,0.41
70380,9.64,61.67
70381,9.89,0.99
70382,11.96,21.16
70383,10.12,0.27
70384,11.12,0.15
70385,14.29,0.45
70386,8.4,0.22
70387,9.45,1.22
70388,8.76,0.08
70389,9.81,4.14
70390,5.71,1.54
70391,10.9,0.65
70392,8.94,3.82
70393,12.7,0.07
70394,12.74,0.9
70395,11.38,0.11
70396,14.02,0.21
70397,9.67,0.84
70398,7.39,1.79
70399,9.93,0.05
70400,8.21,2.01
70401,7.32,0.01
70402,11.36,0.44
70403,6.98,0.08
70404,14.43,0.31
70405,10.19,0.38
70406,12.5,0.26
70407,7.9,1.84
70408,6.9,0.51
70409,10.03,7.06
70410,11.73,3.89
70411,8.94,0.1
70412,3.94,1744.97
70413,9.47,0.04
70414,14.6,1.73
70415,9.53,4.52
70416,11.03,4.63
70417,11.16,31.98
70418,5.49,2.16
70419,8.87,11.77
70420,10.4,1.22
70421,10.57,0.05
70422,11.74,1.01
70423,10.86,0.06
70424,14.43,2.73
70425,7.9,0.02
70426,6.25,9.71
70427,10.56,2.69
70428,6.33,10.67
70429,10.02,0.58
70430,7.8,0.11
70431,12.06,12.87
70432,11.69,0.4
70433,10.01,0.01
70434,12.2,0.65
70435,8.97,0.39
70436,7.9,6.79
70437,9.33,0.6
70438,10.14,19.77
70439,10.67,0.74
70440,11.51,0.02
70441,11.37,0.82
70442,7.96,3.32
70443,8.32,0.22
70444,9.71,0.25
70445,7.71,0.12
70446,11.19,0.56
70447,6.37,0.03
70448,11.2,0.23
70449,10.38,0.1
70450,6.62,4.36
70451,7.62,7.32
70452,10.85,2.79
70453,12.43,0.52
70454,8.07,0.05
70455,11.57,3.12
70456,10.34,1.06
70457,9.84,14.77
70458,10.27,0.1
70459,10.53,7.92
70460,12.07,0.43
70461,7.19,3.23
70462,11.8,0.17
70463,7.69,44.17
70464,11.36,71.98
70465,11.92,2.83
70466,9.58,2.04
70467,10.3,0.32
70468,11.75,2.71
70469,12.66,0.05
70470,9.24,1.3
70471,10.2,0.47
70472,13.23,70.86
70473,10.09,31.38
70474,10.11,0.1
70475,9.67,0.49
70476,8.71,0.07
70477,7.69,11.32
70478,9.68,0.11
70479,8.04,10.93
70480,9.5,0.02
70481,12.1,0.74
70482,7.7,1.0
70483,7.07,0.12
70484,8.15,1.01
70485,8.2,0.06
70486,9.6,0.77
70487,8.72,0.04
70488,11.67,0.64
70489,8.09,0.14
70490,11.37,0.53
70491,7.98,15.06
70492,12.03,0.0
70493,8.07,0.51
70494,8.76,1.98
70495,8.57,0.52
70496,10.99,0.12
70497,8.68,10.31
70498,10.52,1.42
70499,11.08,0.0
70500,10.98,7.06
70501,9.85,0.16
70502,13.45,0.65
70503,8.51,0.01
70504,10.8,3.73
70505,11.11,2.36
70506,14.31,0.2
70507,10.12,25.28
70508,8.55,0.28
70509,6.57,0.06
70510,10.99,0.05
70511,9.15,0.16
70512,4.04,0.2
70513,10.31,28.76
70514,7.21,0.5
70515,10.29,113.62
70516,9.34,3.87
70517,5.27,1.11
70518,9.53,14.89
70519,9.04,10.43
70520,14.29,1.5
70521,6.08,0.46
70522,11.24,4.03
70523,5.45,0.34
70524,8.22,0.05
70525,11.64,1.23
70526,9.32,20.5
70527,10.16,7.04
70528,8.04,0.17
70529,10.3,0.54
70530,7.32,0.63
70531,8.82,4.65
70532,6.02,0.68
70533,11.09,0.36
70534,10.02,1.12
70535,11.12,0.33
70536,10.32,12.54
70537,10.25,46.63
70538,6.88,0.37
70539,6.04,0.46
70540,14.04,3.27
70541,13.07,6.33
70542,13.22,1.16
70543,8.9,0.73
70544,8.69,419.17
70545,10.54,1.22
70546,8.55,4.72
70547,10.39,0.0
70548,8.74,0.36
70549,10.48,0.16
70550,9.7,0.59
70551,11.71,0.21
70552,8.91,0.07
70553,10.33,0.03
70554,8.87,6.43
70555,8.65,3.74
70556,7.0,0.01
70557,6.78,0.37
70558,11.67,0.22
70559,11.34,13.17
70560,11.01,0.0
70561,10.11,0.01
70562,10.61,0.63
70563,10.74,25.33
70564,10.74,0.12
70565,5.88,5.6
70566,11.71,2.83
70567,11.0,0.21
70568,8.37,1.34
70569,13.24,0.18
70570,7.83,1.14
70571,10.83,13.05
70572,9.98,0.03
70573,9.43,0.27
70574,12.29,0.18
70575,12.35,6.11
70576,8.07,0.24
70577,12.3,31.75
70578,10.97,14.1
70579,6.41,0.12
70580,11.5,0.02
70581,9.49,1.92
70582,8.36,0.74
70583,7.74,0.44
70584,10.82,1.69
70585,9.52,1.23
70586,7.37,20.61
70587,8.59,4.56
70588,7.08,5.61
70589,13.43,0.02
70590,7.95,0.35
70591,7.96,1.31
70592,8.13,3.1
70593,10.05,12.54
70594,9.51,15.04
70595,13.19,0.02
70596,9.56,0.58
70597,6.09,53.41
70598,7.55,0.12
70599,9.11,0.07
70600,12.87,0.76
70601,13.64,49.86
70602,12.25,5.69
70603,8.33,15.91
70604,11.23,1.13
70605,11.0,1.08
70606,12.75,15.0
70607,10.39,9.68
70608,10.66,0.74
70609,8.24,0.01
70610,8.63,0.03
70611,13.89,9.55
70612,8.01,1.38
70613,8.17,18.28
70614,11.66,0.03
70615,9.11,0.29
70616,10.13,2.77
70617,11.06,1.13
70618,9.86,0.09
70619,11.29,0.43
70620,8.19,7.7
70621,9.62,0.45
70622,9.13,2.02
70623,9.19,1.57
70624,10.24,2.13
70625,10.1,0.2
70626,10.68,1.36
70627,11.26,16.69
70628,9.23,0.09
70629,9.45,7.88
70630,9.42,10.95
70631,11.13,0.05
70632,11.47,0.81
70633,7.43,27.08
70634,11.37,0.09
70635,10.31,46.5
70636,9.25,32.59
70637,10.8,0.21
70638,9.7,0.63
70639,10.33,6.77
70640,9.76,0.55
70641,11.14,0.26
70642,10.93,0.05
70643,5.68,2.71
70644,10.36,3.09
70645,8.31,0.94
70646,11.46,0.31
70647,13.27,2.24
70648,9.26,10.59
70649,11.7,1.67
70650,13.24,0.68
70651,10.9,0.01
70652,7.52,5.17
70653,11.41,16.52
70654,7.5,0.4
70655,15.06,6.31
70656,9.35,0.38
70657,12.45,5.26
70658,11.78,0.51
70659,9.8,1.73
70660,10.6,4.52
70661,13.01,0.31
70662,11.82,3.21
70663,9.74,0.78
70664,7.2,2.22
70665,9.98,3.36
70666,13.49,0.07
70667,8.72,0.41
70668,7.25,6.51
70669,10.82,12.79
70670,8.88,0.78
70671,13.51,5.03
70672,7.61,0.24
70673,6.51,1.91
70674,13.25,0.27
70675,10.87,0.1
70676,11.43,50.38
70677,8.51,0.16
70678,7.4,23.26
70679,11.07,4.58
70680,9.61,29.49
70681,11.49,12.49
70682,10.67,37.19
70683,13.13,184.88
70684,9.44,1.14
70685,11.15,5.57
70686,7.08,0.38
70687,12.42,0.03
70688,10.13,1.69
70689,11.92,2.32
70690,10.62,0.02
70691,8.57,1.6
70692,8.35,0.63
70693,11.9,1.43
70694,9.53,0.42
70695,12.7,0.12
70696,10.47,0.77
70697,12.86,24.34
70698,11.42,0.3
70699,9.62,0.13
70700,7.58,5.29
70701,8.9,9.3
70702,13.0,0.24
70703,12.87,0.05
70704,9.56,0.01
70705,7.48,0.02
70706,7.37,0.0
70707,10.06,0.92
70708,10.98,0.01
70709,6.96,18.13
70710,13.42,12.75
70711,6.69,7.57
70712,7.71,0.04
70713,10.38,0.51
70714,10.98,0.01
70715,8.43,3.5
70716,9.37,25.3
70717,13.17,3.27
70718,12.88,8.81
70719,11.7,2.58
70720,7.85,68.45
70721,11.69,0.67
70722,8.81,9.6
70723,7.4,0.02
70724,9.41,0.93
70725,7.68,38.73
70726,8.07,5.65
70727,9.66,0.68
70728,11.5,0.86
70729,11.64,8.08
70730,10.6,6.51
70731,9.86,0.74
70732,11.8,496.52
70733,6.44,142.28
70734,10.36,0.15
70735,11.54,1.44
70736,13.77,138.25
70737,12.96,0.66
70738,9.68,0.99
70739,7.87,11.49
70740,11.81,17.66
70741,10.63,25.87
70742,12.86,0.41
70743,7.03,0.12
70744,10.85,0.11
70745,7.87,23.53
70746,13.27,0.98
70747,13.51,1.08
70748,10.67,0.01
70749,12.26,3.18
70750,11.62,0.07
70751,10.81,0.08
70752,11.49,0.02
70753,10.32,0.45
70754,10.45,0.86
70755,9.89,0.61
70756,11.49,0.81
70757,12.51,6.6
70758,8.71,0.12
70759,9.87,0.02
70760,11.14,0.54
70761,8.87,4.31
70762,8.46,0.23
70763,14.11,26.1
70764,7.37,0.25
70765,10.48,0.16
70766,10.24,0.12
70767,10.79,0.15
70768,9.52,1.47
70769,8.99,0.47
70770,13.58,1.17
70771,10.19,0.4
70772,9.44,1.14
70773,7.17,0.02
70774,11.15,0.11
70775,13.21,36.15
70776,11.57,0.03
70777,9.48,0.56
70778,10.1,6.79
70779,10.42,10.12
70780,12.39,2.95
70781,6.01,14.05
70782,11.59,0.01
70783,10.5,14.95
70784,8.28,1.61
70785,5.03,0.26
70786,11.89,0.49
70787,12.22,0.82
70788,10.19,0.1
70789,8.99,0.74
70790,13.52,1.4
70791,12.0,2.41
70792,9.6,0.41
70793,7.77,1.06
70794,5.35,0.55
70795,9.74,2.08
70796,10.56,0.2
70797,8.98,11.13
70798,8.54,1.9
70799,9.01,0.48
70800,10.76,0.57
70801,12.35,0.08
70802,8.45,4.15
70803,12.86,0.84
70804,6.35,0.43
70805,9.62,218.2
70806,8.65,0.86
70807,10.1,0.31
70808,11.56,0.75
70809,8.32,20.31
70810,12.06,1.92
70811,6.61,0.94
70812,9.93,0.1
70813,11.96,0.85
70814,10.21,23.09
70815,9.76,0.92
70816,8.5,0.34
70817,12.79,0.08
70818,8.83,51.93
70819,11.23,1.78
70820,6.07,0.21
70821,13.0,0.83
70822,9.08,0.9
70823,8.71,37.91
70824,6.49,0.33
70825,11.12,0.03
70826,11.79,15.33
70827,14.5,6.99
70828,10.71,10.31
70829,10.48,0.23
70830,9.23,1.02
70831,11.74,2.01
70832,14.28,0.12
70833,9.33,0.22
70834,10.18,4.58
70835,10.01,19.52
70836,7.62,8.29
70837,11.47,3.1
70838,10.66,0.9
70839,10.19,0.42
70840,10.63,1.32
70841,11.68,0.12
70842,12.33,6.04
70843,10.55,0.52
70844,8.77,1.45
70845,6.75,32.9
70846,13.4,4.32
70847,10.22,3.03
70848,10.11,6.29
70849,9.37,16.71
70850,9.9,1.7
70851,10.73,4.38
70852,12.41,1.69
70853,13.65,0.44
70854,10.9,0.29
70855,5.86,27.07
70856,10.89,3.41
70857,12.24,0.19
70858,9.25,7.21
70859,12.91,3.75
70860,10.65,3.02
70861,9.35,0.24
70862,7.07,34.48
70863,12.62,0.0
70864,9.72,1.95
70865,5.94,8.01
70866,11.36,0.11
70867,8.46,2.28
70868,7.61,0.28
70869,14.06,6.39
70870,7.52,0.53
70871,8.96,2.76
70872,8.58,0.01
70873,8.7,0.88
70874,10.54,7.46
70875,9.3,0.4
70876,9.85,0.05
70877,9.08,0.98
70878,6.04,0.01
70879,9.07,1.71
70880,10.07,0.46
70881,11.13,0.62
70882,11.84,4.57
70883,7.8,1.46
70884,10.76,0.64
70885,8.63,0.04
70886,6.7,1.5
70887,16.02,1.99
70888,8.43,13.32
70889,8.49,0.19
70890,11.05,3.5
70891,13.89,0.02
70892,12.85,1.74
70893,9.04,0.16
70894,10.69,0.17
70895,13.22,0.05
70896,10.74,34.47
70897,10.48,1.34
70898,9.93,2.36
70899,5.87,1.02
70900,8.12,0.08
70901,9.86,1.05
70902,9.47,2.31
70903,10.44,0.05
70904,10.41,1.09
70905,10.41,0.14
70906,9.32,7.65
70907,8.24,1.41
70908,11.24,21.52
70909,8.44,0.49
70910,6.06,2.03
70911,11.37,0.06
70912,10.03,0.93
70913,12.11,0.27
70914,11.24,0.04
70915,6.67,6.22
70916,9.66,0.48
70917,14.57,1.0
70918,9.9,3.19
70919,7.78,3.05
70920,10.44,20.2
70921,9.63,0.82
70922,14.14,0.02
70923,8.3,0.21
70924,13.0,2.38
70925,13.52,66.33
70926,5.31,4.86
70927,9.15,1.19
70928,12.94,7.7
70929,8.73,180.65
70930,11.47,5.53
70931,10.64,0.33
70932,8.55,0.35
70933,11.27,6.14
70934,10.93,0.04
70935,9.41,10.37
70936,10.81,4.19
70937,13.34,2.28
70938,9.29,0.71
70939,8.42,0.1
70940,10.56,0.01
70941,12.46,0.07
70942,7.87,0.41
70943,9.62,0.01
70944,8.27,6.6
70945,9.22,7.81
70946,11.21,2.0
70947,11.79,1.95
70948,11.04,1.66
70949,10.35,1.39
70950,6.1,7.3
70951,10.23,2.59
70952,9.59,0.99
70953,12.98,0.17
70954,10.72,0.64
70955,7.11,24.81
70956,11.1,16.2
70957,11.84,0.42
70958,11.64,4.0
70959,4.82,6.71
70960,10.67,1.85
70961,10.64,0.68
70962,13.28,5.21
70963,11.5,1.06
70964,8.48,0.83
70965,9.95,0.02
70966,8.41,1.88
70967,9.18,7.25
70968,13.1,0.63
70969,9.03,31.2
70970,7.34,1.83
70971,11.98,0.6
70972,10.8,2.15
70973,11.33,6.48
70974,10.64,1.25
70975,7.65,6.85
70976,10.54,4.26
70977,10.93,2.66
70978,6.29,2.17
70979,12.67,0.27
70980,11.88,8.28
70981,10.03,0.41
70982,14.23,0.81
70983,8.15,1.05
70984,9.28,0.28
70985,10.84,0.82
70986,11.34,0.08
70987,11.1,0.8
70988,8.86,0.1
70989,7.6,115.34
70990,10.11,11.75
70991,6.89,0.12
70992,10.1,0.55
70993,7.86,1.11
70994,8.63,0.76
70995,7.24,0.51
70996,11.4,0.22
70997,10.92,0.07
70998,12.19,27.23
70999,9.46,0.06
71000,9.27,27.97
71001,11.42,1.17
71002,9.28,1.63
71003,10.44,1.06
71004,7.83,8.09
71005,7.31,0.16
71006,9.47,0.05
71007,9.26,0.09
71008,8.37,47.69
71009,7.59,0.1
71010,10.99,0.82
71011,9.97,1.15
71012,9.84,1.54
71013,8.42,10.19
71014,9.54,0.23
71015,9.31,16.12
71016,9.41,0.38
71017,9.75,26.5
71018,10.49,1.16
71019,10.86,0.0
71020,8.82,7.94
71021,7.44,0.06
71022,9.73,0.06
71023,7.27,0.43
71024,11.76,0.2
71025,7.52,10.26
71026,12.81,1.93
71027,9.42,0.01
71028,9.5,0.21
71029,10.88,8.61
71030,7.79,2.42
71031,9.01,65.3
71032,11.57,0.0
71033,6.67,0.62
71034,12.3,1.76
71035,8.66,2.97
71036,13.47,14.01
71037,11.23,0.71
71038,10.75,1.55
71039,6.64,0.1
71040,8.56,0.37
71041,11.49,1.16
71042,12.39,0.78
71043,7.94,2.18
71044,6.97,0.23
71045,12.71,17.9
71046,8.63,0.12
71047,12.72,15.37
71048,8.14,0.97
71049,6.54,21.0
71050,9.91,8.47
71051,7.86,3.62
71052,8.06,47.69
71053,10.44,0.25
71054,7.84,5.02
71055,7.7,1.29
71056,9.06,0.25
71057,8.83,16.37
71058,13.11,1.15
71059,14.37,7.5
71060,9.93,1.47
71061,8.72,106.82
71062,8.95,0.04
71063,6.34,0.86
71064,9.39,0.01
71065,8.0,2.84
71066,8.76,0.02
71067,10.79,3.93
71068,10.94,6.87
71069,8.91,4.58
71070,8.34,4.28
71071,9.27,0.02
71072,11.38,0.1
71073,9.97,0.44
71074,12.04,62.07
71075,14.12,1.23
71076,5.38,0.88
71077,11.67,0.32
71078,10.1,0.32
71079,11.61,1.83
71080,9.34,0.32
71081,11.17,36.63
71082,9.36,0.22
71083,10.66,1.33
71084,12.28,0.19
71085,8.35,1.78
71086,12.12,0.38
71087,11.42,0.68
71088,8.85,7.55
71089,10.15,1.8
71090,6.91,0.08
71091,10.59,0.34
71092,12.27,3.53
71093,9.46,4.15
71094,10.9,0.1
71095,11.21,0.27
71096,9.35,0.05
71097,9.89,0.44
71098,10.83,2.23
71099,12.74,2.55
71100,8.65,0.24
71101,12.53,2.7
71102,9.44,0.1
71103,12.63,4.47
71104,6.16,33.84
71105,10.24,0.13
71106,9.53,1.0
71107,6.8,1.15
71108,11.68,0.62
71109,11.99,0.83
71110,10.69,0.65
71111,9.82,0.97
71112,11.77,4.76
71113,12.65,0.07
71114,10.53,0.84
71115,8.5,1.62
71116,13.09,0.02
71117,10.49,2.55
71118,9.8,1.11
71119,7.12,101.3
71120,8.93,1.57
71121,10.36,0.16
71122,9.59,2.19
71123,9.96,55.16
71124,8.49,2.78
71125,6.06,0.16
71126,11.92,10.79
71127,7.76,0.07
71128,8.46,0.69
71129,8.95,1.13
71130,13.12,10.11
71131,15.31,5.28
71132,7.96,0.09
71133,9.46,0.1
71134,13.14,56.64
71135,7.99,0.44
71136,9.88,1.14
71137,6.89,1.87
71138,10.2,0.38
71139,12.43,8.22
71140,14.74,4.22
71141,10.33,20.99
71142,7.89,4.18
71143,13.29,1.41
71144,11.87,11.26
71145,12.09,0.4
71146,8.06,1.41
71147,5.46,9.39
71148,11.32,4.57
71149,9.85,0.07
71150,9.07,0.19
71151,11.22,0.31
71152,9.76,3.26
71153,10.47,15.37
71154,11.43,1.1
71155,10.52,73.35
71156,9.75,0.78
71157,11.14,0.06
71158,10.62,0.2
71159,13.12,36.32
71160,8.08,2.28
71161,10.7,8.33
71162,10.4,0.21
71163,11.77,1.38
71164,10.52,0.22
71165,9.14,0.03
71166,9.48,0.78
71167,9.26,14.07
71168,10.45,0.1
71169,5.67,5.24
71170,12.15,1.75
71171,10.32,0.18
71172,11.65,0.45
71173,12.99,0.42
71174,10.61,0.01
71175,8.63,0.25
71176,9.52,1.38
71177,13.73,25.02
71178,10.67,0.03
71179,11.07,3.22
71180,8.34,2.79
71181,7.55,1.57
71182,10.11,11.16
71183,7.9,3.05
71184,8.61,2.72
71185,6.38,2.0
71186,10.38,0.46
71187,9.6,7.25
71188,10.67,0.16
71189,10.75,0.05
71190,9.0,0.59
71191,8.14,3.89
71192,11.66,4.5
71193,14.28,0.33
71194,9.59,8.35
71195,10.92,0.08
71196,6.43,14.93
71197,10.22,1.64
71198,8.19,0.32
71199,12.42,2.34
71200,12.92,4.72
71201,9.91,0.27
71202,5.22,18.75
71203,10.31,1.73
71204,10.47,8.16
71205,11.01,0.72
71206,12.42,15.64
71207,11.55,3.6
71208,6.68,0.01
71209,12.37,0.96
71210,8.11,28.64
71211,7.46,1.11
71212,10.14,5.32
71213,8.2,17.43
71214,12.75,0.42
71215,8.68,1.12
71216,9.11,20.96
71217,9.94,1.19
71218,10.8,5.57
71219,12.5,0.33
71220,9.08,0.03
71221,10.99,1.56
71222,13.35,0.04
71223,11.17,45.02
71224,11.61,3.36
71225,8.95,4.29
71226,6.47,3.6
71227,11.05,1.27
71228,11.88,8.86
71229,8.9,0.28
71230,9.53,1.93
71231,11.08,1.61
71232,10.61,1.69
71233,9.63,0.18
71234,13.09,0.82
71235,8.16,0.04
71236,10.25,1.15
71237,9.76,1.89
71238,10.78,0.69
71239,8.52,0.35
71240,9.41,1.32
71241,13.93,27.62
71242,9.54,23.36
71243,10.73,5.75
71244,9.26,8.22
71245,10.59,2.44
71246,6.25,1.76
71247,12.31,1.01
71248,9.66,1.93
71249,8.22,0.25
71250,10.53,0.44
71251,9.65,5.32
71252,13.26,101.02
71253,9.11,0.01
71254,7.58,4.54
71255,10.22,0.97
71256,9.36,6.18
71257,9.71,0.08
71258,6.76,0.24
71259,9.7,5.03
71260,13.73,4.2
71261,9.76,1.03
71262,10.36,3.91
71263,12.44,1.24
71264,9.38,0.04
71265,9.03,1.65
71266,3.52,1.22
71267,10.14,0.16
71268,11.91,0.24
71269,10.12,0.02
71270,12.11,0.22
71271,11.86,0.72
71272,7.7,0.0
71273,11.08,0.13
71274,9.03,0.01
71275,10.46,0.19
71276,10.46,0.8
71277,6.98,1.37
71278,7.35,12.18
71279,9.62,0.31
71280,12.26,1.85
71281,8.87,0.12
71282,7.35,15.96
71283,11.88,7.82
71284,8.28,0.74
71285,8.99,0.17
71286,9.77,0.08
71287,6.65,1.09
71288,9.95,79.15
71289,8.55,9.04
71290,12.63,0.1
71291,9.3,0.08
71292,11.86,0.6
71293,7.92,0.05
71294,10.23,1.51
71295,8.82,0.04
71296,10.27,62.92
71297,10.89,0.08
71298,6.18,0.87
71299,12.15,0.02
71300,9.49,0.15
71301,11.77,0.19
71302,12.63,0.03
71303,11.45,40.84
71304,8.07,13.62
71305,10.64,0.1
71306,7.18,0.12
71307,9.83,1.72
71308,9.74,0.43
71309,8.62,0.07
71310,14.48,1.73
71311,8.05,8.7
71312,9.8,0.93
71313,9.45,4.07
71314,8.49,0.04
71315,6.58,0.21
71316,9.46,12.68
71317,6.82,1.19
71318,8.17,0.07
71319,9.18,1.16
71320,14.3,1.18
71321,11.06,0.66
71322,11.22,2.91
71323,11.08,2.55
71324,11.28,0.25
71325,12.92,1.97
71326,9.1,1.36
71327,6.0,0.7
71328,7.33,0.02
71329,10.19,0.05
71330,10.17,0.03
71331,12.87,0.05
71332,10.26,0.55
71333,10.26,0.47
71334,12.1,4.99
71335,8.06,0.07
71336,14.29,2.51
71337,10.81,6.63
71338,9.23,21.03
71339,8.67,5.21
71340,8.5,0.54
71341,10.85,0.34
71342,5.39,36.05
71343,10.68,0.22
71344,9.46,0.05
71345,9.04,7.36
71346,12.21,2.92
71347,4.96,18.66
71348,8.75,0.01
71349,9.15,2.78
71350,9.78,11.1
71351,9.26,7.59
71352,12.11,2.37
71353,8.47,1.86
71354,4.25,0.51
71355,9.34,0.38
71356,8.69,0.07
71357,10.08,0.24
71358,10.41,1.18
71359,8.76,0.11
71360,12.11,0.27
71361,11.3,38.73
71362,13.06,14.35
71363,11.13,17.59
71364,7.56,4.03
71365,10.25,0.38
71366,12.97,0.36
71367,11.23,1.07
71368,10.73,14.91
71369,4.02,0.63
71370,12.17,0.15
71371,10.91,0.11
71372,12.37,2.39
71373,9.58,0.06
71374,9.33,0.28
71375,7.75,0.39
71376,6.89,2.89
71377,8.65,1.06
71378,13.64,1.13
71379,10.92,0.64
71380,10.14,4.82
71381,7.21,1.76
71382,12.01,0.03
71383,7.32,0.21
71384,7.81,3.01
71385,13.8,0.02
71386,11.05,0.36
71387,8.57,0.39
71388,13.17,0.11
71389,10.37,2.19
71390,9.17,0.01
71391,9.18,4.02
71392,9.9,0.65
71393,5.16,4.93
71394,10.52,0.15
71395,7.49,5.15
71396,7.15,0.02
71397,13.51,0.48
71398,10.94,13.15
71399,8.57,10.21
71400,9.34,1.57
71401,9.65,5.77
71402,7.25,0.08
71403,13.84,7.33
71404,10.39,10.28
71405,9.26,17.2
71406,8.05,0.22
71407,8.43,0.54
71408,8.34,0.05
71409,6.46,4.74
71410,9.26,0.54
71411,10.58,0.27
71412,9.38,6.53
71413,9.55,0.3
71414,8.86,4.46
71415,12.38,13.5
71416,14.35,0.22
71417,8.95,4.85
71418,10.31,0.01
71419,7.65,4.04
71420,10.18,1.46
71421,9.89,0.97
71422,11.38,0.19
71423,9.33,5.48
71424,7.35,0.12
71425,9.45,5.43
71426,8.66,0.35
71427,13.07,0.0
71428,13.46,0.41
71429,11.01,0.84
71430,11.72,0.05
71431,9.87,10.72
71432,9.42,9.15
71433,10.54,5.52
71434,12.82,5.17
71435,9.66,0.23
71436,10.78,0.6
71437,8.78,0.01
71438,9.7,0.05
71439,8.98,4.27
71440,9.33,0.03
71441,13.39,11.0
71442,11.49,0.2
71443,9.92,0.47
71444,7.23,2.32
71445,11.64,0.11
71446,10.22,0.4
71447,8.94,5.38
71448,11.18,46.27
71449,9.49,10.47
71450,10.41,5.86
71451,8.8,0.01
71452,6.87,1.59
71453,10.68,27.63
71454,10.59,50.39
71455,11.28,4.37
71456,10.28,0.06
71457,9.03,0.52
71458,10.15,0.15
71459,14.37,0.01
71460,8.04,0.68
71461,13.78,1.04
71462,6.77,18.42
71463,8.39,0.25
71464,11.02,2.22
71465,5.84,0.44
71466,12.45,0.07
71467,10.18,0.0
71468,9.13,1.92
71469,11.91,0.09
71470,9.34,0.28
71471,7.95,4.24
71472,8.48,0.0
71473,9.25,2.84
71474,11.28,1.39
71475,8.71,1.94
71476,8.52,3.99
71477,13.09,4.91
71478,10.1,0.27
71479,8.73,1.4
71480,8.16,3.72
71481,12.41,8.31
71482,10.97,5.56
71483,10.69,0.27
71484,10.21,2.04
71485,13.71,6.8
71486,13.55,9.82
71487,8.64,0.02
71488,10.19,0.02
71489,11.57,5.23
71490,8.99,149.68
71491,10.8,0.13
71492,10.47,0.16
71493,9.53,0.34
71494,9.89,0.4
71495,12.95,0.14
71496,8.32,43.32
71497,6.94,0.61
71498,7.55,1.41
71499,11.67,0.36
71500,9.37,0.97
71501,4.77,30.38
71502,8.63,1.34
71503,9.56,0.54
71504,9.38,5.47
71505,8.05,0.48
71506,11.71,1.59
71507,10.57,1.18
71508,12.66,0.01
71509,12.63,0.18
71510,9.95,0.49
71511,9.96,1.51
71512,7.08,2.76
71513,9.31,1.65
71514,11.6,0.16
71515,7.3,3.38
71516,8.84,0.05
71517,9.96,19.73
71518,10.11,0.08
71519,6.76,0.18
71520,5.54,1.05
71521,12.42,7.9
71522,14.99,13.74
71523,8.28,0.88
71524,8.97,4.23
71525,6.97,0.04
71526,12.98,0.07
