,a,b
86532,5.0,3.83
86533,3.08,0.11
86534,1.6,0.0
86535,79.97,4.84
86536,0.07,10.46
86537,0.03,3.9
86538,0.05,12.53
86539,0.19,0.05
86540,20.9,1.54
86541,0.1,2.37
86542,1.91,0.11
86543,0.02,2.4
86544,0.03,0.13
86545,76.96,2.74
86546,7.01,0.1
86547,56.35,0.09
86548,2.36,1.03
86549,0.77,0.49
86550,0.2,1.75
86551,0.07,10.53
86552,3.14,0.42
86553,0.29,0.72
86554,0.02,0.03
86555,21.91,0.24
86556,0.01,184.94
86557,0.06,8.89
86558,12.61,0.92
86559,2.42,7.07
86560,2.06,1.81
86561,0.04,0.11
86562,15.17,0.98
86563,1.52,3.28
86564,0.07,0.59
86565,0.02,1.1
86566,1.13,27.17
86567,0.22,28.47
86568,0.21,8.21
86569,0.27,0.36
86570,0.3,0.5
86571,14.97,0.11
86572,0.08,0.2
86573,0.11,2.46
86574,12.59,0.18
86575,3.34,4.01
86576,16.23,0.32
86577,0.9,0.03
86578,0.01,0.94
86579,0.42,0.47
86580,1.75,0.05
86581,0.03,0.03
86582,0.49,0.58
86583,4.31,0.12
86584,1.47,0.64
86585,0.64,10.79
86586,0.08,0.25
86587,28.21,1552.73
86588,0.03,1.09
86589,3.47,13.8
86590,0.95,1.13
86591,0.17,19.29
86592,0.18,0.45
86593,3.4,45.1
86594,2.05,5.13
86595,0.26,2.37
86596,0.58,0.47
86597,1.28,0.68
86598,0.02,0.23
86599,9.12,1.61
86600,0.05,1.2
86601,0.04,35.35
86602,10.36,11.73
86603,0.73,0.05
86604,0.07,2.57
86605,0.75,0.2
86606,0.22,0.12
86607,1.3,0.27
86608,0.9,1.33
86609,0.13,0.64
86610,0.01,173.87
86611,0.15,0.18
86612,0.01,26.92
86613,0.3,0.33
86614,0.85,0.38
86615,0.52,1.15
86616,0.09,0.1
86617,0.18,47.55
86618,0.24,2.44
86619,0.01,2.34
86620,0.29,0.04
86621,6.23,0.05
86622,0.28,0.32
86623,0.19,0.83
86624,0.72,0.53
86625,0.23,0.07
86626,5.73,11.42
86627,0.18,7.48
86628,9.11,13.13
86629,0.6,4.52
86630,0.26,35.12
86631,0.03,0.02
86632,3.94,0.19
86633,0.57,0.03
86634,3.08,0.1
86635,17.85,1.99
86636,0.55,48.01
86637,3.95,0.78
86638,6.93,54.56
86639,0.02,0.32
86640,1.6,2.1
86641,0.02,0.05
86642,0.01,0.11
86643,1.14,0.77
86644,55.04,0.12
86645,7.24,0.27
86646,0.36,0.19
86647,0.56,0.88
86648,0.01,0.06
86649,6.57,0.18
86650,0.72,42.78
86651,1.75,90.91
86652,4.85,3.51
86653,0.79,0.59
86654,4.08,9.66
86655,3.23,0.09
86656,3.4,3.24
86657,0.41,0.25
86658,0.01,5.86
86659,9.68,1.04
86660,13.54,0.54
86661,0.76,1.25
86662,12.05,5.11
86663,0.03,10.64
86664,0.64,0.07
86665,0.21,3.53
86666,74.46,42.92
86667,0.07,0.06
86668,0.38,0.15
86669,13.47,0.12
86670,9.24,0.01
86671,9.88,7.02
86672,0.01,0.29
86673,50.94,0.03
86674,0.23,0.23
86675,4.91,3.18
86676,1.86,0.24
86677,0.2,0.29
86678,0.41,3.49
86679,0.1,2.65
86680,0.06,0.24
86681,3.76,0.63
86682,2.7,2.7
86683,11.64,0.89
86684,0.79,17.38
86685,5.41,0.87
86686,0.54,3.76
86687,0.69,4.05
86688,3.18,1.94
86689,0.11,6.41
86690,0.06,0.18
86691,3.22,0.21
86692,0.63,0.06
86693,0.36,0.31
86694,0.52,4.78
86695,106.96,33.39
86696,1.34,3.83
86697,0.03,0.48
86698,1.73,0.07
86699,0.06,0.6
86700,547.19,0.08
86701,0.15,0.08
86702,0.33,8.39
86703,13.54,7.57
86704,0.78,2.93
86705,0.07,3.16
86706,0.22,0.5
86707,1.71,0.49
86708,4.9,7.59
86709,0.58,8.12
86710,0.09,1.23
86711,0.03,0.35
86712,0.82,13.64
86713,1.07,0.06
86714,0.04,2.46
86715,20.93,2.14
86716,0.27,3.17
86717,0.97,0.01
86718,24.4,0.24
86719,8.11,88.02
86720,70.27,0.3
86721,1.39,3.31
86722,1.09,0.04
86723,0.81,1.69
86724,10.47,1.38
86725,3.82,0.02
86726,0.6,0.93
86727,1.58,5.25
86728,16.08,0.02
86729,0.25,0.57
86730,0.52,7.33
86731,0.18,0.08
86732,0.07,0.28
86733,1.84,0.33
86734,0.01,0.15
86735,0.19,0.28
86736,0.46,7.13
86737,2.83,1.6
86738,0.95,0.8
86739,5.19,0.48
86740,0.42,0.03
86741,5.38,4.73
86742,0.6,0.09
86743,0.38,9.95
86744,3.77,0.26
86745,151.63,0.23
86746,9.92,0.28
86747,0.16,4.9
86748,0.14,1.06
86749,4.67,0.46
86750,6.88,0.2
86751,6.32,0.3
86752,0.04,0.6
86753,27.81,6.92
86754,0.53,0.24
86755,597.89,0.93
86756,12.1,1.76
86757,0.47,0.09
86758,0.12,0.21
86759,0.22,0.35
86760,130.25,0.08
86761,1.1,9.71
86762,0.04,0.03
86763,2.38,0.68
86764,0.71,0.2
86765,0.48,1.27
86766,0.21,0.41
86767,27.71,2.92
86768,25.69,16.9
86769,71.82,0.7
86770,9.38,0.3
86771,6.66,1.05
86772,2.44,0.22
86773,0.29,0.17
86774,0.53,0.1
86775,6.14,1.78
86776,3.51,28.36
86777,0.16,0.79
86778,64.54,6.48
86779,0.7,1.16
86780,0.03,0.83
86781,1.47,2.62
86782,0.46,0.59
86783,0.01,0.76
86784,4.08,0.08
86785,0.29,0.02
86786,5.19,0.08
86787,0.44,1.82
86788,62.2,1.33
86789,45.06,32.05
86790,1.86,0.05
86791,3.54,4.01
86792,1.33,0.9
86793,58.14,1.28
86794,1.4,46.01
86795,9.47,0.44
86796,2.45,0.48
86797,0.48,7.5
86798,0.96,0.17
86799,5.02,0.03
86800,15.64,0.21
86801,0.01,1.14
86802,4.39,1.04
86803,287.8,0.88
86804,0.65,1.47
86805,0.71,3.29
86806,2.28,0.08
86807,0.55,0.02
86808,0.01,4.29
86809,0.85,0.87
86810,0.85,0.03
86811,1.22,4.72
86812,0.97,0.41
86813,2.53,38.27
86814,2.74,12.19
86815,0.12,6.6
86816,0.1,1.61
86817,1.58,0.08
86818,0.4,51.45
86819,17.86,0.81
86820,0.1,0.52
86821,0.96,0.32
86822,22.17,0.07
86823,56.07,22.75
86824,0.08,0.89
86825,0.59,0.46
86826,0.15,0.9
86827,0.19,0.72
86828,1.24,383.33
86829,0.05,4.57
86830,1.88,1.82
86831,3.11,16.52
86832,0.25,0.11
86833,0.19,0.0
86834,5.2,9.2
86835,0.15,0.42
86836,18.13,0.0
86837,0.1,1.44
86838,1.03,2.63
86839,0.19,0.47
86840,0.17,0.77
86841,3.83,33.93
86842,0.0,0.04
86843,0.1,2.14
86844,1.81,37.44
86845,0.7,0.01
86846,21.48,0.39
86847,17.58,1.68
86848,2.38,0.46
86849,0.43,0.12
86850,4.37,3.98
86851,7.68,0.1
86852,2.36,1.47
86853,4.39,0.25
86854,0.43,0.03
86855,6.05,0.26
86856,1.38,1.58
86857,4.63,0.57
86858,1.0,1.08
86859,1.53,82.52
86860,5.31,0.12
86861,0.23,0.63
86862,0.28,0.82
86863,0.15,1.24
86864,0.19,0.07
86865,9.73,0.12
86866,0.02,3.5
86867,14.65,0.63
86868,0.05,1.42
86869,0.91,4.9
86870,0.51,2.02
86871,0.75,0.6
86872,0.23,0.07
86873,0.1,1.5
86874,1.05,0.5
86875,0.37,6.36
86876,0.26,0.5
86877,0.56,6.51
86878,0.85,8.45
86879,0.03,31.08
86880,25.53,0.08
86881,13.15,2.51
86882,1.02,0.02
86883,3.31,10.27
86884,7.07,0.32
86885,6.23,0.21
86886,2.31,1.17
86887,55.24,0.03
86888,0.01,2.98
86889,4.62,257.05
86890,0.41,0.68
86891,16.49,0.36
86892,0.33,7.6
86893,0.3,4.49
86894,0.27,10.35
86895,4.17,1.66
86896,1.36,0.8
86897,0.45,2.65
86898,0.27,3.05
86899,19.85,1.89
86900,6.6,0.24
86901,0.07,8.49
86902,1.23,0.21
86903,17.76,0.13
86904,7.48,2.21
86905,4.74,1.12
86906,1.4,0.03
86907,0.09,0.02
86908,0.52,0.89
86909,0.28,0.23
86910,1.13,25.0
86911,1.51,32.12
86912,0.01,4.3
86913,13.93,1.14
86914,5.18,0.35
86915,0.27,4.91
86916,123.61,0.01
86917,16.01,6.32
86918,0.42,1.03
86919,4.04,1.91
86920,0.01,1.3
86921,0.1,0.03
86922,0.26,3.65
86923,1.87,34.69
86924,12.46,0.27
86925,1.31,0.72
86926,10.32,2.25
86927,1.22,0.1
86928,0.18,0.01
86929,25.31,0.09
86930,0.01,60.23
86931,0.78,0.86
86932,0.3,3.8
86933,0.11,0.69
86934,1.81,0.01
86935,0.64,2.31
86936,1.35,25.49
86937,0.16,0.11
86938,0.71,0.09
86939,1.4,4.75
86940,0.12,1.67
86941,0.35,3.29
86942,43.99,0.89
86943,1.72,1.74
86944,2.24,0.91
86945,1.11,0.24
86946,1.16,0.2
86947,0.53,0.04
86948,0.02,0.09
86949,0.21,8.24
86950,0.01,0.18
86951,0.78,10.56
86952,0.06,0.19
86953,0.02,0.11
86954,0.01,4.16
86955,1.1,2.15
86956,8.94,1.45
86957,6.44,0.04
86958,0.25,0.14
86959,0.59,0.13
86960,0.47,1047.18
86961,0.7,9.9
86962,3.77,0.02
86963,0.03,1.53
86964,16.9,0.34
86965,0.06,0.08
86966,6.9,5.5
86967,0.04,1.51
86968,0.41,13.97
86969,0.06,1.55
86970,1.86,0.19
86971,8.69,1.06
86972,1.24,3.93
86973,0.29,0.43
86974,0.21,0.14
86975,0.5,28.44
86976,0.01,0.34
86977,1.76,2.8
86978,0.12,0.09
86979,2.27,92.54
86980,0.76,3.21
86981,0.16,19.18
86982,0.11,2.37
86983,1.09,11.07
86984,0.23,0.03
86985,1.35,1.17
86986,1.95,1.25
86987,0.18,0.1
86988,7.15,0.25
86989,1.53,3.21
86990,2.58,0.15
86991,0.5,3.43
86992,0.98,16.44
86993,0.4,0.36
86994,29.22,0.81
86995,31.45,34.93
86996,111.7,0.55
86997,0.97,0.19
86998,0.58,1.7
86999,2.4,48.5
87000,0.56,0.3
87001,0.0,0.2
87002,0.65,0.04
87003,0.37,1.11
87004,0.0,0.28
87005,0.5,0.1
87006,0.55,11.65
87007,8.34,0.38
87008,1.36,0.03
87009,5.62,1.01
87010,1.28,1.05
87011,0.8,0.83
87012,2.7,0.64
87013,1.05,7.77
87014,4.53,0.19
87015,0.82,0.48
87016,1.16,0.01
87017,1.3,0.59
87018,2.87,0.01
87019,0.71,0.43
87020,20.99,2.08
87021,0.22,0.67
87022,0.58,12.95
87023,0.4,0.5
87024,0.03,0.09
87025,0.25,36.02
87026,0.8,0.9
87027,1.68,0.25
87028,0.59,1.2
87029,0.45,0.71
87030,0.46,0.54
87031,4.61,6.54
87032,9.29,0.7
87033,0.13,126.18
87034,1.85,0.68
87035,0.02,122.68
87036,0.1,1.83
87037,3.41,76.44
87038,5.35,1.15
87039,0.57,1.31
87040,0.77,0.46
87041,68.98,5.14
87042,0.58,0.56
87043,0.18,0.47
87044,0.76,122.07
87045,3.97,0.02
87046,0.01,0.02
87047,0.77,0.42
87048,1.35,1.96
87049,1.44,42.28
87050,1.72,0.21
87051,0.03,18.62
87052,1.83,0.4
87053,5.34,0.25
87054,0.05,0.72
87055,0.16,714.14
87056,0.01,10.86
87057,1.91,0.03
87058,1.3,0.82
87059,0.01,0.47
87060,0.4,4.87
87061,0.41,0.17
87062,1.23,13.09
87063,0.48,0.42
87064,0.28,71.87
87065,0.01,403.62
87066,0.83,0.21
87067,1.33,4.9
87068,0.18,0.07
87069,0.01,1.51
87070,2.64,8.01
87071,7.22,1.38
87072,1.96,5.29
87073,0.93,4.0
87074,3.45,0.72
87075,4.53,2.25
87076,1.36,25.63
87077,0.86,0.13
87078,0.4,3.28
87079,0.28,18.63
87080,0.92,6.2
87081,0.33,0.13
87082,1.5,0.23
87083,1.39,0.74
87084,0.14,1.04
87085,0.22,35.17
87086,0.39,8.33
87087,6.41,0.54
87088,0.96,0.11
87089,0.1,0.28
87090,7.01,1.09
87091,0.88,0.64
87092,0.28,3.71
87093,0.03,1.45
87094,0.11,0.96
87095,0.41,0.08
87096,0.26,15.5
87097,1.91,1.39
87098,0.79,0.81
87099,0.01,13.82
87100,0.46,32.06
87101,2.45,1.56
87102,18.78,9.35
87103,0.04,3.24
87104,0.11,0.78
87105,0.29,0.83
87106,2.59,0.13
87107,20.35,4.77
87108,0.87,3.35
87109,0.02,4.09
87110,102.0,2.74
87111,21.52,0.2
87112,0.51,0.59
87113,5.32,0.12
87114,35.42,4.08
87115,0.34,28.66
87116,0.13,0.1
87117,0.15,3.06
87118,0.04,1.3
87119,0.22,5.89
87120,0.34,0.59
87121,45.23,7.82
87122,0.06,0.25
87123,0.02,2.34
87124,0.62,5.02
87125,0.17,0.03
87126,3.47,0.13
87127,0.62,1.22
87128,2.72,0.99
87129,31.64,0.87
87130,0.48,0.05
87131,0.21,0.09
87132,0.1,0.01
87133,2.94,15.31
87134,3.46,0.07
87135,0.08,4.22
87136,89.02,0.24
87137,0.41,0.14
87138,0.48,19.65
87139,0.55,0.4
87140,0.45,0.16
87141,3.49,0.16
87142,2.92,1.7
87143,0.13,52.23
87144,0.19,0.08
87145,1.73,0.83
87146,0.29,5.91
87147,2.11,0.45
87148,10.71,2.86
87149,7.09,3.59
87150,0.62,0.06
87151,0.81,6.09
87152,1.7,1.64
87153,5.15,8.57
87154,2.05,0.09
87155,10.4,1.63
87156,0.19,8.88
87157,1.73,3.47
87158,11.47,0.55
87159,0.5,0.53
87160,7.88,1.73
87161,0.29,7.4
87162,6.31,2.76
87163,13.6,0.11
87164,2.66,4.58
87165,0.07,0.6
87166,0.03,16.34
87167,2.75,8.02
87168,0.74,3.65
87169,44.01,0.67
87170,0.07,0.81
87171,0.98,4.12
87172,0.04,0.42
87173,0.14,2.37
87174,1.4,1.65
87175,2.65,0.01
87176,9.19,1.84
87177,0.66,0.09
87178,0.1,45.14
87179,339.16,0.66
87180,6.18,3.24
87181,0.25,0.03
87182,0.47,5.26
87183,0.05,0.25
87184,0.88,3.25
87185,0.51,0.22
87186,0.02,1.86
87187,1.2,7.09
87188,2.78,6.37
87189,0.64,0.11
87190,0.08,1.03
87191,6.25,3.33
87192,0.04,0.1
87193,0.18,0.92
87194,14.86,0.63
87195,14.77,0.42
87196,3.61,0.09
87197,5.3,0.01
87198,2.66,6.32
87199,4.17,0.56
87200,0.31,0.21
87201,0.22,0.98
87202,1.09,0.84
87203,1.01,0.08
87204,0.06,0.81
87205,5.24,0.39
87206,10.98,0.9
87207,0.31,5.53
87208,0.96,3.69
87209,0.02,0.05
87210,92.72,0.36
87211,1.12,0.14
87212,0.01,0.15
87213,2.79,0.36
87214,0.49,1.64
87215,0.01,0.31
87216,4.23,5.73
87217,2.92,11.96
87218,0.74,0.06
87219,7.65,40.11
87220,8.84,0.05
87221,4.52,0.9
87222,13.75,1.3
87223,1.63,0.86
87224,0.15,9.18
87225,1.06,0.03
87226,0.18,0.06
87227,0.38,1.17
87228,0.51,0.05
87229,0.67,0.23
87230,0.27,0.38
87231,2.66,1.07
87232,0.18,0.0
87233,1.95,0.64
87234,4.11,0.05
87235,0.66,4.25
87236,0.16,0.06
87237,0.44,12.67
87238,2.13,8.62
87239,0.11,22.78
87240,0.43,7.07
87241,0.43,1.04
87242,3.41,0.28
87243,29.14,0.49
87244,0.3,3.33
87245,0.67,1.29
87246,0.11,1.24
87247,12.8,1.96
87248,3.37,0.03
87249,1.44,0.23
87250,272.66,0.13
87251,0.26,0.2
87252,0.33,5.64
87253,0.16,0.27
87254,0.31,32.3
87255,1.96,1.86
87256,0.24,0.47
87257,0.12,0.01
87258,0.12,0.17
87259,0.84,0.24
87260,1.74,0.06
87261,1.39,0.45
87262,0.18,0.59
87263,0.19,27.57
87264,1.09,4.78
87265,2.99,1.01
87266,1.04,2.19
87267,13.14,2.51
87268,0.13,0.02
87269,0.08,0.29
87270,16.87,0.45
87271,1.39,0.51
87272,1.32,0.31
87273,8.87,18.61
87274,1.4,5.62
87275,2.38,11.14
87276,0.56,7.26
87277,0.05,1.26
87278,0.36,6.76
87279,1.12,0.13
87280,2.24,1.64
87281,2.11,0.5
87282,1.96,10.09
87283,31.43,50.47
87284,0.13,1.96
87285,14.31,4.73
87286,6.64,0.49
87287,3.84,7.3
87288,0.19,0.19
87289,2.63,0.64
87290,1.02,0.03
87291,1.19,0.23
87292,0.01,0.3
87293,0.01,0.06
87294,0.04,0.16
87295,0.05,0.44
87296,2.24,2.01
87297,0.7,8.78
87298,1.37,2.46
87299,0.19,1.23
87300,1.16,46.95
87301,33.58,0.32
87302,0.12,3.39
87303,11.92,1.13
87304,0.86,0.45
87305,0.06,0.28
87306,2.43,11.98
87307,7.01,1.51
87308,0.04,0.15
87309,6.25,0.31
87310,0.0,1.23
87311,1.43,0.05
87312,3.82,0.13
87313,1.02,0.88
87314,0.91,0.67
87315,0.3,0.26
87316,55.01,0.12
87317,3.61,4.25
87318,51.88,1.03
87319,50.92,6.23
87320,0.2,0.53
87321,53.17,2.32
87322,1.28,0.09
87323,3.37,0.05
87324,9.25,13.69
87325,12.46,0.04
87326,0.04,0.09
87327,14.89,0.41
87328,0.27,1.98
87329,10.86,0.03
87330,10.6,181.75
87331,0.12,0.09
87332,0.44,0.09
87333,0.19,0.14
87334,0.86,2.14
87335,1.41,0.58
87336,0.35,0.17
87337,0.21,6.67
87338,27.83,8.22
87339,0.05,0.05
87340,2.38,1.84
87341,0.08,0.3
87342,1.29,3.17
87343,0.27,10.19
87344,7.43,0.6
87345,8.17,0.2
87346,1.1,0.01
87347,0.16,34.21
87348,0.57,0.25
87349,0.98,4.26
87350,0.86,0.04
87351,0.65,4.68
87352,24.92,49.25
87353,0.52,13.07
87354,0.26,9.32
87355,20.35,13.48
87356,0.05,0.78
87357,2.2,0.08
87358,3.03,0.15
87359,0.31,0.47
87360,3.8,1.18
87361,0.1,1.59
87362,0.32,0.58
87363,0.15,0.06
87364,0.01,21.23
87365,2.42,0.11
87366,3.93,0.24
87367,1.34,2.96
87368,0.9,1.12
87369,0.21,0.21
87370,1.67,2.86
87371,12.43,0.28
87372,0.11,2.8
87373,0.15,17.14
87374,1.51,0.01
87375,0.11,6.04
87376,1.28,0.34
87377,2.61,0.46
87378,0.02,135.21
87379,1.32,1.69
87380,10.09,7.6
87381,0.39,3.97
87382,5.56,72.96
87383,84.56,0.04
87384,0.0,3.19
87385,0.05,0.09
87386,0.23,4.35
87387,6.38,1.85
87388,8.06,5.84
87389,0.18,0.61
87390,1.58,1.18
87391,1.09,2.4
87392,3.13,17.33
87393,0.07,0.17
87394,2.28,10.97
87395,7.12,0.99
87396,0.38,0.25
87397,52.02,0.94
87398,108.7,0.13
87399,0.01,0.03
87400,0.65,0.23
87401,0.06,0.44
87402,0.02,0.07
87403,0.09,0.76
87404,9.5,19.55
87405,2.31,1.05
87406,0.14,0.14
87407,0.11,3.49
87408,0.36,0.17
87409,0.02,0.33
87410,0.07,0.24
87411,1.42,0.7
87412,3.78,0.06
87413,0.33,0.66
87414,5.49,0.41
87415,1.53,4.11
87416,53.28,0.68
87417,2.13,1.28
87418,242.94,0.54
87419,10.4,0.8
87420,0.67,0.18
87421,207.89,0.0
87422,0.81,0.09
87423,1.22,1.02
87424,0.7,7.99
87425,1.96,2.9
87426,0.83,0.35
87427,29.06,0.04
87428,0.08,0.85
87429,1.65,7.23
87430,3.27,39.56
87431,7.8,0.75
87432,5.21,1.52
87433,3.02,0.1
87434,0.97,1.39
87435,0.2,3.56
87436,6.59,0.01
87437,17.76,0.07
87438,0.01,1.64
87439,0.06,0.06
87440,2.41,6.7
87441,3.07,10.6
87442,0.79,4.46
87443,0.78,0.09
87444,0.91,6.51
87445,2.4,3.7
87446,0.27,0.04
87447,1.47,0.11
87448,0.09,47.1
87449,0.12,182.86
87450,3.22,0.66
87451,1.34,7.59
87452,35.84,0.03
87453,10.41,0.29
87454,1.2,1.72
87455,0.05,3.35
87456,0.18,19.07
87457,73.73,0.0
87458,0.1,3.3
87459,4.46,0.26
87460,0.86,0.78
87461,0.02,0.23
87462,11.96,3.69
87463,0.07,26.08
87464,0.17,0.05
87465,6.18,5.48
87466,15.74,0.05
87467,24.51,1.72
87468,2.74,0.28
87469,1.92,1.31
87470,0.87,2.33
87471,3.72,5.91
87472,31.13,0.05
87473,0.11,0.66
87474,9.15,2.21
87475,4.83,9.09
87476,0.07,1.39
87477,0.13,2.03
87478,0.97,1.64
87479,4.18,0.48
87480,1.73,0.32
87481,1.42,1.81
87482,0.1,59.29
87483,1.39,0.77
87484,0.36,4.3
87485,5.69,0.36
87486,0.01,0.68
87487,8.81,8.29
87488,0.65,10.29
87489,3.34,2.98
87490,0.08,0.35
87491,2.99,0.01
87492,8.24,27.43
87493,7.36,8.92
87494,3.04,0.4
87495,91.62,16.14
87496,0.49,0.4
87497,17.27,7.45
87498,4.63,0.62
87499,0.02,0.62
87500,0.24,4.67
87501,2.52,3.06
87502,0.3,0.56
87503,0.28,0.5
87504,1.55,45.8
87505,1.99,0.03
87506,0.06,1.4
87507,16.92,0.62
87508,0.44,43.26
87509,1.19,4.58
87510,1.29,2.22
87511,9.02,0.43
87512,1.0,0.17
87513,0.04,0.75
87514,0.07,0.1
87515,0.15,15.5
87516,0.61,0.54
87517,128.4,0.08
87518,1.29,0.83
87519,6.04,27.34
87520,40.83,4.9
87521,0.2,0.29
87522,8.24,6.23
87523,4.1,0.04
87524,1.05,0.14
87525,0.88,6.99
87526,0.14,0.09
87527,3.54,0.02
87528,0.1,0.17
87529,0.43,0.21
87530,28.77,10.18
87531,0.79,1.42
87532,7.08,0.55
87533,0.05,18.52
87534,8.91,2.39
87535,6.04,2.41
87536,24.14,36.7
87537,0.56,0.13
87538,0.86,0.96
87539,0.02,0.13
87540,1.02,0.48
87541,1.8,0.31
87542,0.11,0.13
87543,2.45,8.54
87544,23.52,4.0
87545,8.07,54.58
87546,1.55,10.09
87547,0.39,6.19
87548,2.74,1.04
87549,0.9,10.36
87550,0.05,21.92
87551,31.28,28.92
87552,0.43,1.84
87553,0.14,0.11
87554,0.18,8.51
87555,1.34,27.75
87556,0.81,2.97
87557,20.33,2.51
87558,13.8,4.86
87559,3.18,23.1
87560,1.09,0.13
87561,1.05,0.54
87562,0.05,0.06
87563,1.11,0.61
87564,0.32,35.11
87565,1.46,10.78
87566,58.04,0.06
87567,0.01,11.66
87568,0.07,0.62
87569,0.01,2.54
87570,2.42,0.55
87571,5.31,0.08
87572,0.15,0.05
87573,0.44,0.05
87574,0.39,0.4
87575,0.07,3.27
87576,0.97,0.27
87577,0.54,0.18
87578,4.22,1.07
87579,0.14,3.47
87580,6.11,6.76
87581,0.21,5.23
87582,4.06,0.24
87583,11.13,6.2
87584,1.89,0.05
87585,15.58,2.53
87586,1.84,0.62
87587,0.28,0.73
87588,0.44,1.5
87589,0.38,0.41
87590,3.94,3.4
87591,0.83,5.27
87592,0.65,6.18
87593,3.85,0.01
87594,7.42,2.42
87595,1.82,12.27
87596,1.73,0.04
87597,26.61,0.02
87598,0.02,0.03
87599,0.29,3.71
87600,0.22,0.16
87601,0.03,3.81
87602,2.96,1.7
87603,0.12,11.28
87604,1.26,0.09
87605,1.56,1.0
87606,0.39,5.01
87607,6.6,1.24
87608,0.02,24.1
87609,8.23,0.0
87610,6.36,0.1
87611,0.27,13.25
87612,0.51,0.01
87613,7.48,0.26
87614,5.79,0.38
87615,6.5,7.46
87616,4.39,0.18
87617,0.19,0.39
87618,0.09,6.04
87619,9.88,0.4
87620,86.06,0.11
87621,0.01,0.17
87622,0.31,3.07
87623,0.29,0.18
87624,0.96,26.42
87625,0.77,88.86
87626,1.35,0.11
87627,25.79,2.67
87628,0.09,0.24
87629,0.1,0.04
87630,0.62,12.2
87631,1.31,0.95
87632,107.73,0.05
87633,0.03,1.2
87634,0.03,1.43
87635,0.19,0.81
87636,0.88,3.24
87637,22.98,0.17
87638,25.97,0.59
87639,0.03,3.59
87640,0.16,5.04
87641,1.99,0.99
87642,2.29,0.06
87643,0.08,2.1
87644,0.02,1.14
87645,158.61,6.41
87646,8.29,2.62
87647,0.44,6.9
87648,0.05,4.64
87649,14.36,4.78
87650,1.5,3.38
87651,0.04,5.89
87652,0.15,0.1
87653,70.18,0.43
87654,0.66,0.04
87655,0.14,34.42
87656,352.47,68.0
87657,2.94,1.77
87658,0.22,0.36
87659,2.71,2.34
87660,1.54,1.51
87661,0.0,0.86
87662,21.38,19.7
87663,0.04,109.6
87664,3.75,9.39
87665,0.38,1.18
87666,0.23,10.81
87667,0.3,1.42
87668,0.06,26.26
87669,0.02,1.73
87670,2.49,0.04
87671,0.3,6.61
87672,1.96,0.05
87673,0.51,19.45
87674,0.29,0.18
87675,8.23,1.92
87676,1.61,4.68
87677,0.35,13.85
87678,5.34,25.44
87679,0.12,14.74
87680,0.55,0.32
87681,4.05,6.36
87682,0.74,1.99
87683,0.06,211.09
87684,0.19,9.98
87685,3.63,3.36
87686,1.69,1.32
87687,5.43,0.15
87688,15.09,82.52
87689,0.08,0.83
87690,0.98,2.71
87691,0.89,0.49
87692,5.92,0.41
87693,0.87,1.36
87694,0.05,14.69
87695,1.68,2.25
87696,0.19,12.89
87697,19.95,0.17
87698,0.94,0.07
87699,0.53,13.92
87700,0.04,1.96
87701,0.82,0.09
87702,0.55,0.23
87703,0.05,3.86
87704,2.67,22.94
87705,7.46,11.1
87706,3.71,2.82
87707,0.46,5.39
87708,0.17,38.97
87709,1.09,16.99
87710,0.17,2.11
87711,1.17,3.06
87712,4.73,0.5
87713,26.68,0.03
87714,0.7,41.74
87715,0.9,0.17
87716,0.12,9.41
87717,0.39,117.71
87718,0.11,1.6
87719,1.3,3.35
87720,0.93,0.04
87721,5.5,0.04
87722,0.19,0.03
87723,9.16,1.55
87724,0.16,0.2
87725,7.33,0.16
87726,1.14,0.14
87727,7.15,1.35
87728,0.28,0.0
87729,0.21,1.31
87730,2.61,0.13
87731,0.19,3.89
87732,0.28,3.23
87733,3.04,1.47
87734,0.31,0.29
87735,9.46,0.29
87736,14.46,0.17
87737,119.48,11.71
87738,16.0,0.97
87739,0.69,0.36
87740,31.73,102.85
87741,1.23,5.05
87742,0.58,1.05
87743,0.36,1.15
87744,7.51,2.24
87745,0.05,1.22
87746,2.08,8.95
87747,0.27,2.7
87748,0.17,0.53
87749,0.37,10.2
87750,1.11,0.5
87751,6.48,1.78
87752,82.61,4.41
87753,1.09,5.17
87754,11.51,61.07
87755,0.31,9.35
87756,0.01,10.87
87757,0.68,0.33
87758,1.06,2.36
87759,29.92,0.46
87760,11.81,6.13
87761,3.0,0.34
87762,2.44,0.27
87763,0.31,38.97
87764,0.53,7.31
87765,15.04,1.55
87766,17.03,2.91
87767,1.27,0.11
87768,0.77,0.08
87769,9.58,1.28
87770,2.41,3.79
87771,6.59,0.14
87772,0.14,4.48
87773,5.69,5.98
87774,0.18,0.32
87775,0.45,2.79
87776,5.79,0.09
87777,4.05,0.06
87778,0.04,0.77
87779,8.32,8.29
87780,0.55,1.63
87781,0.26,0.26
87782,0.46,0.08
87783,0.08,0.59
87784,4.11,27.47
87785,0.89,0.95
87786,1.05,2.56
87787,19.52,3.7
87788,3.45,1.92
87789,0.81,0.57
87790,0.06,2.85
87791,9.77,8.8
87792,8.02,7.5
87793,1.32,7.2
87794,0.79,13.32
87795,0.56,760.01
87796,1.27,0.83
87797,1.89,8.15
87798,3.01,0.01
87799,3.89,13.12
87800,19.6,0.09
87801,0.32,1.1
87802,0.0,0.06
87803,1.02,0.01
